1 0
0.989796 0.0168013
0.979592 0.0228109
0.969388 0.0268719
0.959184 0.0299024
0.94898 0.032279
0.938776 0.0342042
0.928571 0.0358027
0.918367 0.0371574
0.908163 0.0383266
0.897959 0.0393525
0.887755 0.0402662
0.877551 0.0410912
0.867347 0.0418453
0.857143 0.0425418
0.846939 0.0431909
0.836735 0.0438002
0.826531 0.0443754
0.816327 0.0449207
0.806122 0.0454388
0.795918 0.0459317
0.785714 0.0464008
0.77551 0.0468467
0.765306 0.0472696
0.755102 0.0476696
0.744898 0.0480464
0.734694 0.0483996
0.72449 0.0487288
0.714286 0.0490336
0.704082 0.0493135
0.693878 0.049568
0.683673 0.049797
0.673469 0.0500002
0.663265 0.0501774
0.653061 0.0503287
0.642857 0.0504541
0.632653 0.0505539
0.622449 0.0506285
0.612245 0.0506783
0.602041 0.0507038
0.591837 0.0507056
0.581633 0.0506846
0.571429 0.0506415
0.561224 0.050577
0.55102 0.0504922
0.540816 0.0503879
0.530612 0.050265
0.520408 0.0501245
0.510204 0.0499672
0.5 0.0497939
0.489796 0.0496055
0.479592 0.0494026
0.469388 0.0491859
0.459184 0.0489559
0.44898 0.0487129
0.438776 0.0484574
0.428571 0.0481892
0.418367 0.0479086
0.408163 0.0476151
0.397959 0.0473084
0.387755 0.0469879
0.377551 0.0466529
0.367347 0.0463022
0.357143 0.0459348
0.346939 0.0455491
0.336735 0.0451436
0.326531 0.0447162
0.316327 0.0442649
0.306122 0.0437874
0.295918 0.0432811
0.285714 0.0427432
0.27551 0.0421708
0.265306 0.0415606
0.255102 0.0409093
0.244898 0.0402133
0.234694 0.039469
0.22449 0.0386723
0.214286 0.0378195
0.204082 0.0369063
0.193878 0.0359285
0.183673 0.034882
0.173469 0.0337624
0.163265 0.0325654
0.153061 0.0312869
0.142857 0.0299226
0.132653 0.0284684
0.122449 0.0269205
0.112245 0.025275
0.102041 0.0235284
0.0918367 0.0216776
0.0816327 0.0197195
0.0714286 0.0176517
0.0612245 0.0154721
0.0510204 0.013179
0.0408163 0.0107716
0.0306122 0.00824922
0.0204082 0.00561235
0.0102041 0.00286197
0 0
0 0
0.0102041 -0.0166466
0.0204082 -0.022957
0.0306122 -0.0274033
0.0408163 -0.0308274
0.0510204 -0.0335688
0.0612245 -0.0358098
0.0714286 -0.0376647
0.0816327 -0.0392124
0.0918367 -0.0405111
0.102041 -0.0416057
0.112245 -0.0425322
0.122449 -0.0433202
0.132653 -0.0439941
0.142857 -0.0445745
0.153061 -0.0450791
0.163265 -0.0455225
0.173469 -0.0459173
0.183673 -0.0462742
0.193878 -0.0466019
0.204082 -0.0469077
0.214286 -0.0471973
0.22449 -0.0474754
0.234694 -0.0477453
0.244898 -0.0480092
0.255102 -0.0482684
0.265306 -0.0485232
0.27551 -0.0487733
0.285714 -0.0490175
0.295918 -0.0492538
0.306122 -0.0494798
0.316327 -0.0496926
0.326531 -0.0498886
0.336735 -0.0500641
0.346939 -0.0502148
0.357143 -0.0503363
0.367347 -0.0504239
0.377551 -0.0504728
0.387755 -0.050478
0.397959 -0.0504348
0.408163 -0.0503381
0.418367 -0.050183
0.428571 -0.049965
0.438776 -0.0496794
0.44898 -0.0493221
0.459184 -0.0488888
0.469388 -0.048376
0.479592 -0.0477804
0.489796 -0.0470989
0.5 -0.0463292
0.510204 -0.0454692
0.520408 -0.0445174
0.530612 -0.0434729
0.540816 -0.0423354
0.55102 -0.0411051
0.561224 -0.0397828
0.571429 -0.03837
0.581633 -0.0368689
0.591837 -0.0352824
0.602041 -0.0336139
0.612245 -0.0318677
0.622449 -0.0300485
0.632653 -0.0281621
0.642857 -0.0262146
0.653061 -0.024213
0.663265 -0.0221648
0.673469 -0.0200785
0.683673 -0.0179627
0.693878 -0.0158269
0.704082 -0.0136813
0.714286 -0.0115365
0.72449 -0.00940341
0.734694 -0.00729371
0.744898 -0.00521936
0.755102 -0.00319269
0.765306 -0.00122635
0.77551 0.000666765
0.785714 0.00247357
0.795918 0.00418087
0.806122 0.00577542
0.816327 0.00724404
0.826531 0.00857366
0.836735 0.00975143
0.846939 0.0107648
0.857143 0.0116017
0.867347 0.0122504
0.877551 0.0127001
0.887755 0.0129405
0.897959 0.0129622
0.908163 0.012757
0.918367 0.0123176
0.928571 0.011638
0.938776 0.0107139
0.94898 0.00954225
0.959184 0.0081219
0.969388 0.00645357
0.979592 0.00454004
0.989796 0.00238636
1 0
